,datetime,price,ticker,date,sp500
0,2010-01-04,30.950000762939453,MSFT,2010-01-04,1867.060059
1,2010-01-04,132.4499969482422,IBM,2010-01-04,1867.060059
2,2010-01-04,312.20477294921875,GOOG,2010-01-04,1867.060059
3,2010-01-05,30.959999084472656,MSFT,2010-01-05,1872.9000239999998
4,2010-01-05,130.85000610351562,IBM,2010-01-05,1872.9000239999998
5,2010-01-05,310.8299255371094,GOOG,2010-01-05,1872.9000239999998
6,2010-01-06,30.770000457763672,MSFT,2010-01-06,1874.72998
7,2010-01-06,130.0,IBM,2010-01-06,1874.72998
8,2010-01-06,302.9942932128906,GOOG,2010-01-06,1874.72998
9,2010-01-07,30.450000762939453,MSFT,2010-01-07,1882.339966
10,2010-01-07,129.5500030517578,IBM,2010-01-07,1882.339966
11,2010-01-07,295.94073486328125,GOOG,2010-01-07,1882.339966
12,2010-01-08,30.65999984741211,MSFT,2010-01-08,1887.77002
13,2010-01-08,130.85000610351562,IBM,2010-01-08,1887.77002
14,2010-01-08,299.8859558105469,GOOG,2010-01-08,1887.77002
15,2010-01-11,30.270000457763672,MSFT,2010-01-11,1891.060059
16,2010-01-11,129.47999572753906,IBM,2010-01-11,1891.060059
17,2010-01-11,299.4326477050781,GOOG,2010-01-11,1891.060059
18,2010-01-12,30.06999969482422,MSFT,2010-01-12,1873.319946
19,2010-01-12,130.50999450683594,IBM,2010-01-12,1873.319946
20,2010-01-12,294.13751220703125,GOOG,2010-01-12,1873.319946
21,2010-01-13,30.350000381469727,MSFT,2010-01-13,1889.0999760000002
22,2010-01-13,130.22999572753906,IBM,2010-01-13,1889.0999760000002
23,2010-01-13,292.4488220214844,GOOG,2010-01-13,1889.0999760000002
24,2010-01-14,30.959999084472656,MSFT,2010-01-14,1893.719971
25,2010-01-14,132.30999755859375,IBM,2010-01-14,1893.719971
26,2010-01-14,293.82366943359375,GOOG,2010-01-14,1893.719971
27,2010-01-15,30.860000610351562,MSFT,2010-01-15,1873.300049
28,2010-01-15,131.77999877929688,IBM,2010-01-15,1873.300049
29,2010-01-15,288.91705322265625,GOOG,2010-01-15,1873.300049
30,2010-01-19,31.100000381469727,MSFT,2010-01-19,1896.719971
31,2010-01-19,134.13999938964844,IBM,2010-01-19,1896.719971
32,2010-01-19,292.71282958984375,GOOG,2010-01-19,1896.719971
33,2010-01-20,30.59000015258789,MSFT,2010-01-20,1876.9000239999998
34,2010-01-20,130.25,IBM,2010-01-20,1876.9000239999998
35,2010-01-20,289.1213073730469,GOOG,2010-01-20,1876.9000239999998
36,2010-01-21,30.010000228881836,MSFT,2010-01-21,1841.390015
37,2010-01-21,129.0,IBM,2010-01-21,1841.390015
38,2010-01-21,290.4014892578125,GOOG,2010-01-21,1841.390015
39,2010-01-22,28.959999084472656,MSFT,2010-01-22,1800.609985
40,2010-01-22,125.5,IBM,2010-01-22,1800.609985
41,2010-01-22,273.9780578613281,GOOG,2010-01-22,1800.609985
42,2010-01-25,29.31999969482422,MSFT,2010-01-25,1808.930054
43,2010-01-25,126.12000274658203,IBM,2010-01-25,1808.930054
44,2010-01-25,268.99176025390625,GOOG,2010-01-25,1808.930054
45,2010-01-26,29.5,MSFT,2010-01-26,1801.339966
46,2010-01-26,125.75,IBM,2010-01-26,1801.339966
47,2010-01-26,270.1972351074219,GOOG,2010-01-26,1801.339966
48,2010-01-27,29.670000076293945,MSFT,2010-01-27,1810.209961
49,2010-01-27,126.33000183105469,IBM,2010-01-27,1810.209961
50,2010-01-27,270.037841796875,GOOG,2010-01-27,1810.209961
51,2010-01-28,29.15999984741211,MSFT,2010-01-28,1788.969971
52,2010-01-28,123.75,IBM,2010-01-28,1788.969971
53,2010-01-28,266.14739990234375,GOOG,2010-01-28,1788.969971
54,2010-01-29,28.18000030517578,MSFT,2010-01-29,1771.4000239999998
55,2010-01-29,122.38999938964844,IBM,2010-01-29,1771.4000239999998
56,2010-01-29,263.98052978515625,GOOG,2010-01-29,1771.4000239999998
57,2010-02-01,28.40999984741211,MSFT,2010-02-01,1796.6700440000002
58,2010-02-01,124.66999816894531,IBM,2010-02-01,1796.6700440000002
