,ticker,date,sp500,price,ln_return_index,ln_return_price,roll_resid,arith_resid,path
0,ALXN,2010-05-27,1832.609985,25.334999084472656,0.03270158837373305,0.025788477803401672,-0.0011366314939888454,-0.0011359857730843803,
1,ALXN,2010-05-28,1809.97998,25.01499938964844,-0.012425387634103195,-0.012711182250267187,-0.0033957271899845228,-0.003389968228874607,
2,ALXN,2010-06-01,1778.9899899999998,24.420000076293945,-0.017270002531820063,-0.024073148733946517,-0.010900782830715477,-0.010841584595180698,
3,ALXN,2010-06-02,1825.25,26.170000076293945,0.025671182042795195,0.0692112476505764,0.047487093906762166,0.04863266728297466,
4,ALXN,2010-06-03,1832.719971,26.67499923706055,0.0040842223654219325,0.019113049129149927,0.014269068583479106,0.014371357686940645,downloaded\capstone\SEC\sec_edgar_filings\ALXN\8-K\0001193125-10-132169.txt
5,ALXN,2010-06-04,1769.719971,25.88500022888184,-0.034979860724599264,-0.030063109390402906,0.0002070074796127891,0.00020702890713963917,
6,ALXN,2010-06-07,1745.869995,25.415000915527344,-0.013568329712548058,-0.01832407227414701,-0.007480202186333009,-0.0074522951008593186,
7,ALXN,2010-06-08,1765.290039,25.209999084472656,0.011062009047879007,-0.00809888203818656,-0.019549038225668443,-0.019359194875551267,
8,ALXN,2010-06-09,1754.910034,25.114999771118164,-0.005897412004421125,-0.00377543679513284,0.00022986716298012974,0.00022989358446090513,
9,ALXN,2010-06-10,1806.689941,25.790000915527344,0.02907881624700105,0.026521587303912242,-0.0006998393327697637,-0.0006995945023412498,
10,ALXN,2010-06-11,1815.2600100000002,25.97500038146973,0.004732304482180299,0.007147696278756662,0.0017435079678407425,0.0017450287615679017,
11,ALXN,2010-06-14,1812.02002,26.459999084472656,-0.0017864575300978781,0.01849957241505549,0.018846065476049115,0.019024773450070587,
12,ALXN,2010-06-15,1854.609985,26.92499923706055,0.02323216715489852,0.017421070620344453,-0.00491320371558426,-0.004901153673057546,
13,ALXN,2010-06-16,1853.619995,26.665000915527344,-0.0005339420849620836,-0.009703316319738628,-0.010552606857694982,-0.010497123438356293,
14,ALXN,2010-06-17,1856.25,27.11000061035156,0.001417842374062216,0.016550807637477686,0.014087357149675359,0.014187051558898434,
15,ALXN,2010-06-18,1858.699951,27.19499969482422,0.00131896870078585,0.0031304356286993573,0.0005578492720360027,0.0005580048988786945,
16,ALXN,2010-06-21,1851.550049,27.190000534057607,-0.0038541396674719,-0.00018384336709192413,0.0018278068028818734,0.0018294782599479475,
17,ALXN,2010-06-22,1822.050049,26.96500015258789,-0.016060884877148827,-0.008309543838142407,0.0047920899289372425,0.004803590354900855,
18,ALXN,2010-06-23,1816.6500239999998,26.94499969482422,-0.002968108860875191,-0.0007419943883470494,0.0005026461431974705,0.0005027724909385523,
19,ALXN,2010-06-24,1786.130005,26.34000015258789,-0.016942887905587182,-0.022709037951436768,-0.008304507549177113,-0.008270120381695945,
20,ALXN,2010-06-25,1791.2399899999998,26.78000068664551,0.0028568409097114067,0.016566663795116583,0.012794676166941469,0.01287687824492112,
21,ALXN,2010-06-28,1787.939941,26.97500038146973,-0.0018440257258651323,0.007255159382539011,0.007842693568917605,0.007873528045867051,
22,ALXN,2010-06-29,1732.550049,26.23500061035156,-0.031469746166071275,-0.0278161048823439,0.0001612814824038453,0.0001612944889612944,
23,ALXN,2010-06-30,1715.22998,25.59499931335449,-0.01004716922356658,-0.024697427321240684,-0.016333106805455015,-0.01620044485906702,
24,ALXN,2010-07-01,1709.77002,24.81999969482422,-0.003188300511041661,-0.030747225601314463,-0.02886925240762678,-0.028456516865962955,
25,ALXN,2010-07-02,1701.859985,25.22500038146973,-0.004637108456882612,0.016185813881455832,0.01961926583050217,0.019812988450888636,
26,ALXN,2010-07-06,1710.969971,25.21500015258789,0.0053386824159532605,-0.0003965197821960149,-0.006476704895620918,-0.006455776249732037,
27,ALXN,2010-07-07,1765.4200440000006,25.20000076293945,0.031328203139567294,-0.0005950367874094264,-0.030794384293016883,-0.030325067023552088,
28,ALXN,2010-07-08,1782.0999760000002,25.67499923706055,0.009403783389278721,0.018673701306603552,0.009296523658561864,0.009339870555652885,
29,ALXN,2010-07-09,1794.939941,26.07999992370605,0.007179131597891937,0.015651008033715108,0.008218876967014859,0.008252744657524458,
30,ALXN,2010-07-12,1796.300049,24.989999771118164,0.0007574587433959114,-0.04269299844514677,-0.0442914269246466,-0.043324884042871825,
31,ALXN,2010-07-13,1824.069946,25.42499923706055,0.01534121743366224,0.01725717623924785,0.003171917601931102,0.003176953455597653,
32,ALXN,2010-07-14,1823.819946,25.63500022888184,-0.00013706554078814616,0.00822570223698194,0.00805797991205054,0.008090532810303586,
33,ALXN,2010-07-15,1826.0,25.684999465942386,0.0011946092089558207,0.001948528962489612,0.0005347567920646153,0.0005348997999683469,
34,ALXN,2010-07-16,1773.430054,25.20000076293945,-0.02921222724535618,-0.019063118333891176,0.006748618972375876,0.006771442214293932,
35,ALXN,2010-07-19,1784.060059,25.125,0.005976144022475956,-0.0029806584135123678,-0.008715742375396985,-0.008677870400147447,
36,ALXN,2010-07-20,1804.47998,25.375,0.011380751603258188,0.009901070982711535,-0.0004347369316428981,-0.000434642447235456,
37,ALXN,2010-07-21,1781.5999760000002,25.559999465942386,-0.012760627063171246,0.007264171253109489,0.017914683155148176,0.01807611364258377,
38,ALXN,2010-07-22,1821.7600100000002,26.60000038146973,0.022291248779793736,0.03988262151355965,0.020238391051348743,0.020444575888266536,downloaded\capstone\SEC\sec_edgar_filings\ALXN\8-K\0001193125-10-163914.txt
39,ALXN,2010-07-23,1836.75,26.399999618530273,0.008194633248472511,-0.007547234425961081,-0.015191191729275825,-0.0150763876483202,
40,ALXN,2010-07-26,1857.3299559999998,27.209999084472656,0.011142243351944352,0.030220523445771467,0.020364615970170998,0.02057338955159671,
41,ALXN,2010-07-27,1855.390015,27.21500015258789,-0.0010450242365164623,0.0001837783444894037,0.0006614160407340722,0.0006616348245565007,
42,ALXN,2010-07-28,1842.660034,26.61000061035156,-0.006884726336384315,-0.022481189566398274,-0.01685332288500259,-0.016712100109519956,
43,ALXN,2010-07-29,1835.290039,26.95000076293945,-0.004007669880285571,0.012696217737925229,0.01608681675745828,0.01621690623318983,
