,datetime,price,ticker,date,sp500
0,2010-01-04,24.125,ALXN,2010-01-04,1867.060059
1,2010-01-04,57.720001220703125,AMGN,2010-01-04,1867.060059
2,2010-01-04,53.63999938964844,BIIB,2010-01-04,1867.060059
3,2010-01-04,21.649999618530273,GILD,2010-01-04,1867.060059
4,2010-01-04,9.5,INCY,2010-01-04,1867.060059
5,2010-01-04,24.6299991607666,REGN,2010-01-04,1867.060059
6,2010-01-04,44.2400016784668,VRTX,2010-01-04,1867.060059
7,2010-01-05,23.780000686645508,ALXN,2010-01-05,1872.9000239999998
8,2010-01-05,57.220001220703125,AMGN,2010-01-05,1872.9000239999998
9,2010-01-05,53.380001068115234,BIIB,2010-01-05,1872.9000239999998
10,2010-01-05,21.6299991607666,GILD,2010-01-05,1872.9000239999998
11,2010-01-05,10.270000457763672,INCY,2010-01-05,1872.9000239999998
12,2010-01-05,25.100000381469727,REGN,2010-01-05,1872.9000239999998
13,2010-01-05,42.779998779296875,VRTX,2010-01-05,1872.9000239999998
14,2010-01-06,23.84000015258789,ALXN,2010-01-06,1874.72998
15,2010-01-06,56.790000915527344,AMGN,2010-01-06,1874.72998
16,2010-01-06,53.43000030517578,BIIB,2010-01-06,1874.72998
17,2010-01-06,22.3799991607666,GILD,2010-01-06,1874.72998
18,2010-01-06,11.0,INCY,2010-01-06,1874.72998
19,2010-01-06,24.719999313354492,REGN,2010-01-06,1874.72998
20,2010-01-06,42.029998779296875,VRTX,2010-01-06,1874.72998
21,2010-01-07,23.93000030517578,ALXN,2010-01-07,1882.339966
22,2010-01-07,56.27000045776367,AMGN,2010-01-07,1882.339966
23,2010-01-07,52.9900016784668,BIIB,2010-01-07,1882.339966
24,2010-01-07,22.434999465942383,GILD,2010-01-07,1882.339966
25,2010-01-07,10.819999694824219,INCY,2010-01-07,1882.339966
26,2010-01-07,24.56999969482422,REGN,2010-01-07,1882.339966
27,2010-01-07,41.5,VRTX,2010-01-07,1882.339966
28,2010-01-08,23.975000381469727,ALXN,2010-01-08,1887.77002
29,2010-01-08,56.77000045776367,AMGN,2010-01-08,1887.77002
30,2010-01-08,54.08000183105469,BIIB,2010-01-08,1887.77002
31,2010-01-08,22.270000457763672,GILD,2010-01-08,1887.77002
32,2010-01-08,10.9399995803833,INCY,2010-01-08,1887.77002
33,2010-01-08,24.3700008392334,REGN,2010-01-08,1887.77002
34,2010-01-08,40.66999816894531,VRTX,2010-01-08,1887.77002
35,2010-01-11,23.829999923706055,ALXN,2010-01-11,1891.060059
36,2010-01-11,57.02000045776367,AMGN,2010-01-11,1891.060059
37,2010-01-11,53.900001525878906,BIIB,2010-01-11,1891.060059
38,2010-01-11,22.44499969482422,GILD,2010-01-11,1891.060059
