,ticker,year,month,mthly_ave_resid,sec_pos_words,sec_neg_words,mthly_filing_count,gs_poswords,gs_negwords
0,ALXN,2000,5,0.001395694159603031,0.0,0.0,0.0,0.0,0.0
1,ALXN,2000,6,0.026838867314163076,0.0,0.0,0.0,0.0,0.0
2,ALXN,2000,7,-0.0021183924078004837,0.0,0.0,0.0,0.0,0.0
3,ALXN,2000,8,0.01628097570761563,0.0,0.0,0.0,0.0,0.0
4,ALXN,2000,9,0.002608931268619929,0.0,0.0,0.0,0.0,0.0
5,ALXN,2000,10,-0.012474067855102631,0.0,0.0,0.0,0.0,0.0
6,ALXN,2000,11,-0.009998192299882072,0.0,0.0,0.0,0.0,0.0
7,ALXN,2000,12,-0.014375317246478702,0.0,0.0,0.0,0.0,0.0
8,ALXN,2001,1,-0.013803775872784871,0.0,0.0,0.0,0.0,0.0
9,ALXN,2001,2,-0.009327482547406734,0.0,0.0,0.0,0.0,0.0
10,ALXN,2001,3,0.006808618866237645,0.0,0.0,0.0,0.0,0.0
11,ALXN,2001,4,0.0012379510712005077,0.0,0.0,0.0,0.0,0.0
12,ALXN,2001,5,0.013823255851889793,0.0,0.0,0.0,0.0,0.0
13,ALXN,2001,6,0.006289635941388495,0.0,0.0,0.0,0.0,0.0
14,ALXN,2001,7,-0.008511671545010972,0.0,0.0,0.0,0.0,0.0
15,ALXN,2001,8,0.008864263672182189,0.0,0.0,0.0,0.0,0.0
16,ALXN,2001,9,0.0037177116942952284,0.0,0.0,0.0,0.0,0.0
17,ALXN,2001,10,0.0005323334209718401,0.0,0.0,0.0,0.0,0.0
18,ALXN,2001,11,0.005023029727933652,0.0,0.0,0.0,0.0,0.0
19,ALXN,2001,12,0.004723722725922319,0.0,0.0,0.0,0.0,0.0
20,ALXN,2002,1,-0.005872945960019467,0.0,0.0,0.0,0.0,0.0
21,ALXN,2002,2,-0.002282806266687342,0.0,0.0,0.0,0.0,0.0
22,ALXN,2002,3,-0.0004648941756682361,0.0,0.0,0.0,0.0,0.0
23,ALXN,2002,4,-0.007848301633677768,0.0,0.0,0.0,0.0,0.0
24,ALXN,2002,5,-0.004370644515735652,0.0,0.0,0.0,0.0,0.0
25,ALXN,2002,6,0.007758079173758085,0.0,0.0,0.0,0.0,0.0
26,ALXN,2002,7,0.012288110086598879,0.0,0.0,0.0,0.0,0.0
27,ALXN,2002,8,-0.010531797631711092,0.0,0.0,0.0,0.0,0.0
28,ALXN,2002,9,0.009247060948713106,0.0,0.0,0.0,0.0,0.0
29,ALXN,2002,10,-0.009841301859874068,0.0,0.0,0.0,0.0,0.0
30,ALXN,2002,11,0.02465674342450732,0.0,0.0,0.0,0.0,0.0
31,ALXN,2002,12,-0.009394313706266831,0.0,0.0,0.0,0.0,0.0
32,ALXN,2003,1,-0.005662277589238889,0.0,0.0,0.0,0.0,0.0
33,ALXN,2003,2,-0.006163438178658863,0.0,0.0,0.0,0.0,0.0
34,ALXN,2003,3,0.003901429950715547,0.0,0.0,0.0,0.0,0.0
35,ALXN,2003,4,0.00013155879702827087,0.0,0.0,0.0,0.0,0.0
36,ALXN,2003,5,0.0018987637357031212,0.0,0.0,0.0,0.0,0.0
37,ALXN,2003,6,0.007466789358715557,0.0,0.0,0.0,0.0,0.0
38,ALXN,2003,7,-0.00395777666772043,0.0,0.0,0.0,0.0,0.0
39,ALXN,2003,8,-0.009149798677173174,0.0,0.0,0.0,0.0,0.0
40,ALXN,2003,9,0.010626066276273813,0.0,0.0,0.0,0.0,0.0
41,ALXN,2003,10,-0.0016691471115135503,0.0,0.0,0.0,0.0,0.0
42,ALXN,2003,11,0.0009934556465797488,0.0,0.0,0.0,0.0,0.0
43,ALXN,2003,12,-0.008641151147898672,0.0,0.0,0.0,0.0,0.0
44,ALXN,2004,1,0.0013338631502903535,0.0,0.0,0.0,0.0,0.0
45,ALXN,2004,2,0.010478496589457776,0.0,0.0,0.0,0.0,0.0
46,ALXN,2004,3,0.002361960406313704,0.0,0.0,0.0,0.0,0.0
47,ALXN,2004,4,-0.0021454257419567767,0.0,0.0,0.0,0.0,0.0
48,ALXN,2004,5,-0.008848721514454944,0.0,0.0,0.0,0.0,0.0
49,ALXN,2004,6,-0.005694166545279898,0.0,0.0,0.0,0.0,0.0
50,ALXN,2004,7,-0.0014766330730945645,0.0,0.0,0.0,0.0,0.0
51,ALXN,2004,8,0.004497383374587487,0.0,0.0,0.0,0.0,0.0
52,ALXN,2004,9,0.006418361284786824,0.0,0.0,0.0,0.0,0.0
53,ALXN,2004,10,-0.0005308960563996247,0.0,0.0,0.0,0.0,0.0
54,ALXN,2004,11,0.0013016438443767052,0.0,0.0,0.0,0.0,0.0
55,ALXN,2004,12,0.0032523779848856386,0.0,0.0,0.0,0.0,0.0
56,ALXN,2005,1,0.0010228930272215867,0.0,0.0,0.0,0.0,0.0
57,ALXN,2005,2,-0.00729213589392088,0.0,0.0,0.0,0.0,0.0
58,ALXN,2005,3,-0.001932968491771382,0.0,0.0,0.0,0.0,0.0
59,ALXN,2005,4,-0.0001842081953535827,0.0,0.0,0.0,0.0,0.0
60,ALXN,2005,5,0.002254311157237527,0.0,0.0,0.0,0.0,0.0
61,ALXN,2005,6,0.0013771317259726904,0.0,0.0,0.0,0.0,0.0
62,ALXN,2005,7,0.0036713326007678966,0.0,0.0,0.0,0.0,0.0
63,ALXN,2005,8,0.0025960011136501576,0.0,0.0,0.0,0.0,0.0
64,ALXN,2005,9,-0.0044771175988251805,0.0,0.0,0.0,0.0,0.0
65,ALXN,2005,10,-0.0010517859986449365,0.0,0.0,0.0,0.0,0.0
66,ALXN,2005,11,-0.019577176614524856,0.0,0.0,0.0,0.0,0.0
67,ALXN,2005,12,0.004622885850523661,0.0,0.0,0.0,0.0,0.0
68,ALXN,2006,1,0.019240120408232454,0.0,0.0,0.0,0.0,0.0
69,ALXN,2006,2,0.012655961463411896,0.0,0.0,0.0,0.0,0.0
70,ALXN,2006,3,-0.005362926585133122,0.0,0.0,0.0,0.0,0.0
71,ALXN,2006,4,-0.005430832553084761,0.0,0.0,0.0,0.0,0.0
72,ALXN,2006,5,-0.004087428093133733,0.0,0.0,0.0,0.0,0.0
73,ALXN,2006,6,0.0015384162051799938,0.0,0.0,0.0,0.0,0.0
74,ALXN,2006,7,-0.0026966176502507258,0.0,0.0,0.0,0.0,0.0
75,ALXN,2006,8,0.0029317449573857835,0.0,0.0,0.0,0.0,0.0
76,ALXN,2006,9,-0.006982277609375439,0.0,0.0,0.0,0.0,0.0
77,ALXN,2006,10,0.001716371776348117,0.0,0.0,0.0,0.0,0.0
78,ALXN,2006,11,0.005205033313731761,0.0,0.0,0.0,0.0,0.0
79,ALXN,2006,12,-0.005007623180326918,0.0,0.0,0.0,0.0,0.0
80,ALXN,2007,1,6.959313264906928e-05,0.0,0.0,0.0,0.0,0.0
81,ALXN,2007,2,-0.006293390118927919,0.0,0.0,0.0,0.0,0.0
82,ALXN,2007,3,0.006679909442688758,0.0,0.0,0.0,0.0,0.0
83,ALXN,2007,4,-0.0033772994582338817,0.0,0.0,0.0,0.0,0.0
84,ALXN,2007,5,0.005123048087128991,0.0,0.0,0.0,0.0,0.0
85,ALXN,2007,6,-0.0033117240243629342,0.0,0.0,0.0,0.0,0.0
86,ALXN,2007,7,0.012302443673845113,0.0,0.0,0.0,0.0,0.0
87,ALXN,2007,8,-0.0022997679749285453,0.0,0.0,0.0,0.0,0.0
88,ALXN,2007,9,-0.0017333406287166496,0.0,0.0,0.0,0.0,0.0
89,ALXN,2007,10,0.0025820895082831895,0.0,0.0,0.0,0.0,0.0
90,ALXN,2007,11,-0.005308464212703577,0.0,0.0,0.0,0.0,0.0
91,ALXN,2007,12,-0.0012804947490828666,0.0,0.0,0.0,0.0,0.0
92,ALXN,2008,1,-0.005312839263471787,0.0,0.0,0.0,0.0,0.0
93,ALXN,2008,2,-0.0032673715655160097,0.0,0.0,0.0,0.0,0.0
94,ALXN,2008,3,0.00030947289194546517,0.0,0.0,0.0,0.0,0.0
95,ALXN,2008,4,0.006323467430561217,0.0,0.0,0.0,0.0,0.0
96,ALXN,2008,5,0.0003699091781806362,0.0,0.0,0.0,0.0,0.0
97,ALXN,2008,6,0.004337246413448402,0.0,0.0,0.0,0.0,0.0
98,ALXN,2008,7,0.009401730387307633,0.0,0.0,0.0,0.0,0.0
99,ALXN,2008,8,-0.0074610370331778374,0.0,0.0,0.0,0.0,0.0
100,ALXN,2008,9,-0.005854397091880969,0.0,0.0,0.0,0.0,0.0
101,ALXN,2008,10,0.004885638076702729,0.0,0.0,0.0,0.0,0.0
102,ALXN,2008,11,-0.010325852138537291,0.0,0.0,0.0,0.0,0.0
103,ALXN,2008,12,0.0025327072541713137,0.0,0.0,0.0,0.0,0.0
104,ALXN,2009,1,0.0035319990875076644,0.0,0.0,0.0,0.0,0.0
105,ALXN,2009,2,-0.0020097672586109243,0.0,0.0,0.0,0.0,0.0
106,ALXN,2009,3,0.001280222026004507,0.0,0.0,0.0,0.0,0.0
107,ALXN,2009,4,-0.008995978320333801,0.0,0.0,0.0,0.0,0.0
108,ALXN,2009,5,0.0025108983564173714,0.0,0.0,0.0,0.0,0.0
109,ALXN,2009,6,0.005391291935842118,0.0,0.0,0.0,0.0,0.0
110,ALXN,2009,7,0.0012132101781958135,0.0,0.0,0.0,0.0,0.0
111,ALXN,2009,8,-0.0003570830939622458,0.0,0.0,0.0,0.0,0.0
112,ALXN,2009,9,-0.0031239410884974167,0.0,0.0,0.0,0.0,0.0
113,ALXN,2009,10,-0.00045718617066569164,0.0,0.0,0.0,0.0,0.0
114,ALXN,2009,11,-0.001378779550374277,0.0,0.0,0.0,0.0,0.0
115,ALXN,2009,12,0.0025647469801864356,0.0,0.0,0.0,0.0,0.0
116,ALXN,2010,1,-0.0012965938197424312,430.0,861.0,2.0,0.0,0.0
117,ALXN,2010,2,0.002103291780178146,10985.0,20784.0,3.0,0.0,0.0
118,ALXN,2010,3,0.000986401916078534,0.0,0.0,0.0,0.0,0.0
119,ALXN,2010,4,-0.0014403451522175543,1178.0,2775.0,2.0,0.0,0.0
