ticker,year,month,mthly_ave_resid,sec_pos_words,sec_neg_words,mthly_filing_count,gs_poswords,gs_negwords,date,goo_trends_value,polarity,subjectivity,count_word_stock,total_words,no_articles,polarity_biotec,subjectivity_biotec,count_word_stock_biotec,total_words_biotec,no_articles_biotec,polarity_pharma,subjectivity_pharma,count_word_stock_pharma,total_words_pharma,no_articles_pharma
ALXN,2010,5,-0.0002266179341986684,8188.0,15322.0,2.0,0.0,0.0,2010-05-01,26.0,0.0,0.0,0.0,0.0,0.0,0.0462680924746897,0.4274369499369499,0.0,1254.0,4.0,0.07903486033925382,0.4085810117557552,5.833333333333334,8637.666666666668,21
ALXN,2010,6,0.002118896526741675,533.0,1340.0,1.0,0.0,0.0,2010-06-01,20.0,0.0,0.0,0.0,0.0,0.0,0.08978082271857174,0.429821893530506,1.0,5822.75,12.0,0.08746279885390143,0.4288576581127028,11.666666666666666,7323.5,19
ALXN,2010,7,-0.0005967292959293254,11536.0,19706.0,2.0,0.0,0.0,2010-07-01,28.0,0.0,0.0,0.0,0.0,0.0,0.047496948191872196,0.4351207776640179,0.0,1916.5,6.0,0.10534028715824627,0.44604406076302555,2.0,9667.333333333332,21
ALXN,2010,8,0.002623486397404187,124.0,410.0,1.0,0.0,0.0,2010-08-01,33.0,0.0,0.0,0.0,0.0,0.0,0.048077322678602735,0.3928277711736456,0.0,1034.0,3.0,0.09109951646069922,0.43450121648564893,1.5,7016.5,21
ALXN,2010,9,0.0011010331704783775,1492.0,2433.0,1.0,0.0,0.0,2010-09-01,34.0,0.0,0.0,0.0,0.0,0.0,0.0942012170804102,0.42358769003144553,1.0,1671.5,4.0,0.07627575183140667,0.40051641503727997,2.0,6921.5,22
ALXN,2010,10,-0.0009046754518459373,1227.0,2606.0,1.0,0.0,0.0,2010-10-01,31.0,0.0,0.0,0.0,0.0,0.0,0.11000142979212382,0.42203834739164314,1.0,4256.666666666667,12.0,0.07738164729239634,0.42550650463595585,1.25,11399.276190476188,49
ALXN,2010,11,0.003088306356958001,9400.0,16357.0,1.0,0.0,0.0,2010-11-01,29.0,0.0,0.0,0.0,0.0,0.0,0.11334701106126159,0.4124326272330626,1.0,4230.0,6.0,0.07996083289114506,0.43795791591157646,2.05,8914.45,33
ALXN,2010,12,-0.0029323467911885103,0.0,0.0,0.0,0.0,0.0,2010-12-01,14.0,0.0,0.0,0.0,0.0,0.0,0.058448119041348875,0.42359581694355564,0.0,6040.5,6.0,0.08084013896614135,0.4283293540652702,3.5833333333333335,12260.249999999998,43
ALXN,2011,1,-0.001500448553849358,86.0,348.0,1.0,0.0,0.0,2011-01-01,36.0,0.0,0.0,0.0,0.0,0.0,0.11541651658842848,0.4585098714279623,2.5,6960.0,7.0,0.08330505994223406,0.4211617069915022,5.5,9258.666666666666,30
ALXN,2011,2,0.00363347800871336,24968.0,42237.0,5.0,0.0,0.0,2011-02-01,52.0,0.0,0.0,0.0,0.0,0.0,0.11432277064837214,0.42746150246819187,10.5,3105.0,8.0,0.1093245543727099,0.4346751198719041,2.5,6794.266666666667,32
ALXN,2011,3,-0.0015746726182039605,10484.0,17680.0,2.0,0.0,0.0,2011-03-01,33.0,0.0,0.0,0.0,0.0,0.0,0.16289559721180208,0.4413415846503569,0.0,3754.0,8.0,0.09950037081864567,0.4119249560028573,1.25,6605.5,23
ALXN,2011,4,-0.004360678654361851,2018.0,3544.0,2.0,0.0,0.0,2011-04-01,27.0,0.0,0.0,0.0,0.0,0.0,0.10911155390766075,0.4318685713684294,0.0,983.0,3.0,0.08261798399925444,0.41916479229656056,4.833333333333334,5902.0,22
ALXN,2011,5,-0.0014533838087533062,9873.0,18696.0,3.0,0.0,0.0,2011-05-01,33.0,0.0,0.0,0.0,0.0,0.0,0.10084805700629978,0.4443427488386007,0.0,2140.5,5.0,0.06984254398626383,0.4027647396923088,3.5,5494.0,18
ALXN,2011,6,-0.0001348053090100508,347.0,882.0,1.0,0.0,0.0,2011-06-01,33.0,0.0,0.0,0.0,0.0,0.0,0.17547264478808933,0.47187239908858447,0.0,1423.0,4.0,0.10659417057565893,0.407157396152231,3.9333333333333336,7629.166666666667,29
