,ticker,year,month,mthly_ave_resid,sec_pos_words,sec_neg_words,mthly_filing_count,gs_poswords,gs_negwords
60,ALXN,2015,5,-0.001618419583705915,19073.0,23506.0,2.0,0.0,0.0
61,ALXN,2015,6,0.0044697822328250555,15616.0,20540.0,1.0,0.0,0.0
62,ALXN,2015,7,0.0040095102027626235,17116.0,26440.0,2.0,59.0,73.0
63,ALXN,2015,8,-0.006516010505032154,3176.0,4803.0,3.0,149.0,272.0
64,ALXN,2015,9,-0.004583126139584925,0.0,0.0,0.0,59.0,73.0
65,ALXN,2015,10,0.005369595976944578,4182.0,9906.0,1.0,177.0,219.0
66,ALXN,2015,11,0.00068842144519285,13452.0,17539.0,1.0,149.0,272.0
67,ALXN,2015,12,0.003032329373752639,0.0,0.0,0.0,177.0,220.0
68,ALXN,2016,1,-0.01409666661446624,2994.0,3390.0,1.0,0.0,0.0
69,ALXN,2016,2,-0.0017893269545674769,21224.0,33058.0,2.0,20894.0,58537.0
70,ALXN,2016,3,-0.0005129564040763062,200.0,388.0,1.0,0.0,0.0
71,ALXN,2016,4,2.0517246993904815e-05,16572.0,24987.0,2.0,90.0,199.0
72,ALXN,2016,5,0.0038157637443252865,569.0,1258.0,1.0,59.0,73.0
73,ALXN,2016,6,-0.011658943683843572,615.0,876.0,1.0,59.0,73.0
74,ALXN,2016,7,0.004829314749146775,17105.0,25028.0,2.0,177.0,220.0
75,ALXN,2016,8,-0.0009363772311531881,197.0,386.0,1.0,59.0,73.0
76,ALXN,2016,9,-0.0012729841990225777,389.0,498.0,1.0,0.0,0.0
77,ALXN,2016,10,0.002996938666380318,3298.0,6454.0,1.0,177.0,219.0
78,ALXN,2016,11,-0.00297751440612709,632.0,1066.0,2.0,177.0,219.0
79,ALXN,2016,12,-9.331651508686976e-05,709.0,869.0,1.0,478.0,943.0
80,ALXN,2017,1,0.0032932876634318396,14409.0,18937.0,2.0,298.0,544.0
81,ALXN,2017,2,0.0002290721466231927,16473.0,21429.0,2.0,118.0,146.0
82,ALXN,2017,3,-0.003449211604433895,1238.0,1885.0,2.0,20335.0,57163.0
83,ALXN,2017,4,0.0027651574237516578,13558.0,18341.0,2.0,444.0,637.0
84,ALXN,2017,5,-0.012047112899988287,1210.0,2128.0,2.0,59.0,73.0
85,ALXN,2017,6,0.009819950224032424,476.0,773.0,1.0,0.0,0.0
86,ALXN,2017,7,0.006057356488898699,13644.0,17797.0,2.0,90.0,199.0
87,ALXN,2017,8,0.0015761161051570044,0.0,0.0,0.0,4768.0,8014.0
88,ALXN,2017,9,-0.0007499293036486137,1081.0,2073.0,2.0,17791.0,48754.0
89,ALXN,2017,10,-0.007229874650338263,13534.0,17637.0,2.0,90.0,199.0
90,ALXN,2017,11,-0.004090611485217064,363.0,715.0,1.0,118.0,146.0
91,ALXN,2017,12,0.004265880899094732,0.0,0.0,0.0,180.0,398.0
92,ALXN,2018,1,-0.00010763039378993,351.0,568.0,1.0,33676.0,93422.0
93,ALXN,2018,2,-0.0008313827351297417,15454.0,20980.0,4.0,59.0,73.0
94,ALXN,2018,3,-0.0024927100568581917,0.0,0.0,0.0,52462.0,147043.0
95,ALXN,2018,4,0.0025656336997895448,15653.0,19958.0,3.0,0.0,0.0
96,ALXN,2018,5,-0.0005833569098307676,462.0,970.0,1.0,0.0,0.0
97,ALXN,2018,6,0.003180014030383004,18925.0,18519.0,2.0,0.0,0.0
98,ALXN,2018,7,0.0032646598741783365,12112.0,15874.0,2.0,118.0,146.0
99,ALXN,2018,8,-0.0036548727678271803,0.0,0.0,0.0,149.0,272.0
100,ALXN,2018,9,0.006766290817377607,0.0,0.0,0.0,17333.0,48963.0
101,ALXN,2018,10,-0.009366180875296618,12806.0,16558.0,3.0,177.0,219.0
102,ALXN,2018,11,0.00448949826743341,194.0,383.0,1.0,149.0,272.0
103,ALXN,2018,12,-0.012367772737298255,187.0,363.0,1.0,90.0,199.0
104,ALXN,2019,1,0.011116363658872312,0.0,0.0,0.0,163852.0,332061.0
105,ALXN,2019,2,0.005045113780742158,23682.0,29688.0,2.0,228767.0,463743.0
