date,sp500
6/8/2012,2297.820068
6/11/2012,2268.939941
6/12/2012,2295.399902
6/13/2012,2280.129883
6/14/2012,2304.830078
6/15/2012,2328.659912
6/18/2012,2332.070068
6/19/2012,2355.01001
6/20/2012,2351.139893
6/21/2012,2299.159912
6/22/2012,2315.649902
6/25/2012,2278.97998
6/26/2012,2289.860107
6/27/2012,2310.97998
6/28/2012,2306.219971
6/29/2012,2363.790039
7/2/2012,2369.75
7/3/2012,2385.060059
7/5/2012,2373.909912
7/6/2012,2352.340088
7/9/2012,2348.52002
7/10/2012,2329.459961
7/11/2012,2329.709961
7/12/2012,2318.090088
7/13/2012,2356.399902
7/16/2012,2350.939941
7/17/2012,2368.360107
7/18/2012,2384.540039
7/19/2012,2391.27002
7/20/2012,2367.26001
7/23/2012,2346.219971
7/24/2012,2325.02002
7/25/2012,2324.330078
7/26/2012,2362.850098
7/27/2012,2408.070068
7/30/2012,2406.98999
7/31/2012,2396.620117
8/1/2012,2389.72998
8/2/2012,2372.310059
8/3/2012,2417.77002
8/6/2012,2423.459961
8/7/2012,2435.879883
8/8/2012,2438.159912
8/9/2012,2440.22998
8/10/2012,2445.639893
8/13/2012,2443.050049
8/14/2012,2443.159912
8/15/2012,2446.820068
8/16/2012,2464.379883
8/17/2012,2469
8/20/2012,2468.98999
8/21/2012,2460.409912
8/22/2012,2461.120117
8/23/2012,2441.290039
8/24/2012,2457.399902
8/27/2012,2456.219971
8/28/2012,2454.389893
8/29/2012,2457.050049
8/30/2012,2438.199951
8/31/2012,2450.600098
9/4/2012,2447.800049
9/5/2012,2445.810059
9/6/2012,2496.120117
9/7/2012,2506.370117
9/10/2012,2491.110107
9/11/2012,2498.949951
9/12/2012,2504.840088
9/13/2012,2546.030029
9/14/2012,2556.129883
9/17/2012,2548.26001
9/18/2012,2545.050049
9/19/2012,2548.110107
9/20/2012,2547.110107
9/21/2012,2546.919922
9/24/2012,2541.22998
9/25/2012,2514.830078
9/26/2012,2500.919922
9/27/2012,2525.22998
9/28/2012,2513.929932
10/1/2012,2520.709961
10/2/2012,2523.080078
10/3/2012,2532.790039
10/4/2012,2550.97998
10/5/2012,2551.030029
10/8/2012,2542.209961
10/9/2012,2517.139893
10/10/2012,2501.75
10/11/2012,2502.659912
10/12/2012,2495.280029
10/15/2012,2515.439941
10/16/2012,2541.280029
10/17/2012,2552.050049
10/18/2012,2545.949951
10/19/2012,2503.800049
10/22/2012,2504.959961
10/23/2012,2468.780029
10/24/2012,2461.179932
10/25/2012,2468.600098
10/26/2012,2466.800049
10/31/2012,2467.51001
11/1/2012,2494.669922
11/2/2012,2471.300049
11/5/2012,2476.939941
11/6/2012,2496.459961
11/7/2012,2439.47998
11/8/2012,2409.719971
11/9/2012,2413.919922
11/12/2012,2414.23999
11/13/2012,2405.379883
11/14/2012,2372.939941
11/15/2012,2369.320068
11/16/2012,2381.02002
11/19/2012,2428.469971
11/20/2012,2430.290039
11/21/2012,2435.969971
11/23/2012,2468.060059
11/26/2012,2463.120117
11/27/2012,2450.47998
11/28/2012,2470.469971
11/29/2012,2481.419922
11/30/2012,2481.820068
12/3/2012,2470.070068
12/4/2012,2465.899902
12/5/2012,2470.590088
12/6/2012,2479.399902
12/7/2012,2486.840088
12/10/2012,2487.780029
12/11/2012,2504.080078
12/12/2012,2505.76001
12/13/2012,2490.560059
12/14/2012,2480.360107
12/17/2012,2509.840088
12/18/2012,2538.719971
12/19/2012,2519.540039
12/20/2012,2533.909912
12/21/2012,2510.320068
12/24/2012,2504.51001
12/26/2012,2492.540039
12/27/2012,2489.969971
12/28/2012,2462.709961
12/31/2012,2504.439941
1/2/2013,2568.550049
1/3/2013,2563.189941
1/4/2013,2575.659912
1/7/2013,2567.629883
1/8/2013,2560.169922
1/9/2013,2567.02002
1/10/2013,2586.52002
1/11/2013,2586.689941
1/14/2013,2584.27002
1/15/2013,2587.199951
1/16/2013,2588.02002
1/17/2013,2602.639893
1/18/2013,2611.540039
1/22/2013,2623.219971
1/23/2013,2627.22998
1/24/2013,2627.330078
1/25/2013,2641.639893
1/28/2013,2636.830078
1/29/2013,2650.429932
1/30/2013,2640.77002
1/31/2013,2634.159912
2/1/2013,2660.699951
2/4/2013,2630.050049
2/5/2013,2657.76001
2/6/2013,2659.550049
2/7/2013,2655.840088
2/8/2013,2670.850098
2/11/2013,2669.370117
2/12/2013,2673.77002
2/13/2013,2676.600098
2/14/2013,2678.77002
2/15/2013,2676.209961
2/19/2013,2696.26001
2/20/2013,2662.939941
2/21/2013,2646.75
2/22/2013,2670.360107
2/25/2013,2621.459961
2/26/2013,2637.889893
2/27/2013,2672.110107
2/28/2013,2669.919922
3/1/2013,2676.179932
3/4/2013,2688.540039
3/5/2013,2714.350098
3/6/2013,2718.070068
3/7/2013,2723.27002
3/8/2013,2735.669922
3/11/2013,2744.810059
3/12/2013,2738.350098
3/13/2013,2742.870117
3/14/2013,2758.300049
3/15/2013,2753.820068
3/18/2013,2738.679932
3/19/2013,2732.090088
3/20/2013,2750.419922
3/21/2013,2727.689941
3/22/2013,2747.25
3/25/2013,2738.080078
3/26/2013,2760.320068
3/27/2013,2758.850098
3/28/2013,2770.050049
4/1/2013,2757.830078
4/2/2013,2772.110107
4/3/2013,2743.379883
4/4/2013,2754.669922
4/5/2013,2742.860107
4/8/2013,2761.050049
4/9/2013,2770.840088
4/10/2013,2804.810059
4/11/2013,2815.02002
4/12/2013,2807.100098
4/15/2013,2742.629883
4/16/2013,2781.860107
4/17/2013,2742.01001
4/18/2013,2723.719971
4/19/2013,2747.939941
4/22/2013,2760.800049
4/23/2013,2789.560059
4/24/2013,2789.929932
4/25/2013,2801.280029
4/26/2013,2796.23999
4/29/2013,2816.389893
4/30/2013,2823.419922
5/1/2013,2797.280029
5/2/2013,2823.820068
5/3/2013,2853.879883
5/6/2013,2859.340088
5/7/2013,2874.459961
5/8/2013,2887.610107
5/9/2013,2878.300049
5/10/2013,2890.77002
5/13/2013,2891.169922
5/14/2013,2921.120117
5/15/2013,2936.97998
5/16/2013,2922.399902
5/17/2013,2952.560059
5/20/2013,2950.530029
5/21/2013,2955.689941
5/22/2013,2931.580078
5/23/2013,2923.429932
5/24/2013,2921.879883
5/28/2013,2940.449951
5/29/2013,2920.179932
5/30/2013,2931.389893
5/31/2013,2889.459961
6/3/2013,2906.909912
6/4/2013,2891.02002
6/5/2013,2851.889893
6/6/2013,2876.5
6/7/2013,2913.459961
6/10/2013,2912.629883
6/11/2013,2883.070068
6/12/2013,2859.620117
6/13/2013,2902.320068
6/14/2013,2885.23999
6/17/2013,2907.120117
6/18/2013,2929.810059
6/19/2013,2889.25
6/20/2013,2817.439941
6/21/2013,2824.969971
6/24/2013,2790.659912
6/25/2013,2817.439941
6/26/2013,2845.040039
6/27/2013,2862.919922
6/28/2013,2850.659912
7/1/2013,2866.409912
7/2/2013,2865.47998
7/3/2013,2867.850098
7/5/2013,2897.120117
7/8/2013,2913.199951
7/9/2013,2934.310059
7/10/2013,2934.969971
7/11/2013,2975.060059
7/12/2013,2984.23999
7/15/2013,2988.350098
7/16/2013,2977.26001
7/17/2013,2985.850098
7/18/2013,3001.209961
7/19/2013,3006.129883
7/22/2013,3012.300049
7/23/2013,3006.719971
7/24/2013,2995.300049
7/25/2013,3003.01001
7/26/2013,3005.51001
7/29/2013,2994.449951
7/30/2013,2995.679932
7/31/2013,2995.719971
8/1/2013,3033.590088
8/2/2013,3038.629883
8/5/2013,3034.429932
8/6/2013,3017.159912
8/7/2013,3006.629883
8/8/2013,3019
8/9/2013,3008.790039
8/12/2013,3005.419922
8/13/2013,3014.429932
8/14/2013,2999.419922
8/15/2013,2957.080078
8/16/2013,2947.459961
8/19/2013,2930.27002
8/20/2013,2941.580078
8/21/2013,2924.72998
8/22/2013,2949.959961
8/23/2013,2962.060059
8/26/2013,2950.129883
8/27/2013,2903.290039
8/28/2013,2911.830078
8/29/2013,2917.959961
8/30/2013,2908.959961
9/3/2013,2921.22998
9/4/2013,2945.620117
9/5/2013,2949.27002
9/6/2013,2949.800049
9/9/2013,2979.449951
9/10/2013,3001.360107
9/11/2013,3010.939941
9/12/2013,3001.620117
9/13/2013,3009.790039
9/16/2013,3026.939941
9/17/2013,3039.75
9/18/2013,3076.810059
9/19/2013,3071.610107
9/20/2013,3049.469971
9/23/2013,3035.090088
9/24/2013,3027.52002
9/25/2013,3019.310059
9/26/2013,3030.409912
9/27/2013,3018.23999
9/30/2013,3000.179932
10/1/2013,3024.379883
10/2/2013,3022.949951
10/3/2013,2995.810059
10/4/2013,3017.050049
10/7/2013,2991.389893
10/8/2013,2955.409912
10/9/2013,2957.399902
10/10/2013,3022.429932
10/11/2013,3041.429932
10/14/2013,3053.840088
10/15/2013,3032.27002
10/16/2013,3074.540039
10/17/2013,3095.419922
10/18/2013,3115.77002
10/21/2013,3116.090088
10/22/2013,3133.97998
10/23/2013,3119.199951
10/24/2013,3129.409912
10/25/2013,3143.159912
10/28/2013,3147.360107
10/29/2013,3165.110107
10/30/2013,3149.929932
10/31/2013,3138.090088
11/1/2013,3147.209961
11/4/2013,3158.469971
11/5/2013,3149.959961
